index	name	color
3032	wm-rh-precentral_3 	#cc2814
3033	wm-rh-precentral_4 	#1fe31e
3034	wm-rh-precentral_5 	#58565c
3035	wm-rh-precentral_6 	#e75fd5
3036	wm-rh-paracentral_1 	#6b6377
3037	wm-rh-paracentral_2 	#4a4900
3038	wm-rh-paracentral_3 	#0fd910
3039	wm-rh-rostralanteriorcingulate_1 	#b193fa
3040	wm-rh-caudalanteriorcingulate_1 	#574056
3041	wm-rh-posteriorcingulate_1 	#3ce62b
3042	wm-rh-posteriorcingulate_2 	#3a9d97
3043	wm-rh-isthmuscingulate_1 	#be5d61
3044	wm-rh-postcentral_1 	#53813a
3045	wm-rh-postcentral_2 	#febe39
3046	wm-rh-postcentral_3 	#49cb3b
3047	wm-rh-postcentral_4 	#98bff8
3048	wm-rh-postcentral_5 	#5871d8
3049	wm-rh-supramarginal_1 	#1b47a9
3050	wm-rh-supramarginal_2 	#d723a9
3051	wm-rh-supramarginal_3 	#e25b52
3052	wm-rh-supramarginal_4 	#5cad69
3053	wm-rh-superiorparietal_1 	#5866db
3054	wm-rh-superiorparietal_2 	#9d7896
3055	wm-rh-superiorparietal_3 	#88db57
3056	wm-rh-superiorparietal_4 	#d6a3d5
3057	wm-rh-superiorparietal_5 	#7dc061
3058	wm-rh-superiorparietal_6 	#b8d3a3
3059	wm-rh-superiorparietal_7 	#ff82d2
3060	wm-rh-inferiorparietal_1 	#b902c7
3061	wm-rh-inferiorparietal_2 	#68d768
3062	wm-rh-inferiorparietal_3 	#fd7d1b
3063	wm-rh-inferiorparietal_4 	#e2e472
3064	wm-rh-inferiorparietal_5 	#654a34
3065	wm-rh-inferiorparietal_6 	#049436
3066	wm-rh-precuneus_1 	#9d7dcd
3067	wm-rh-precuneus_2 	#cb21f5
3068	wm-rh-precuneus_3 	#2b4f0e
3069	wm-rh-precuneus_4 	#e9b9a4
3070	wm-rh-precuneus_5 	#aa6ec0
3071	wm-rh-cuneus_1 	#9b3c68
3072	wm-rh-cuneus_2 	#84aa0d
3073	wm-rh-pericalcarine_1 	#c06d3c
3074	wm-rh-pericalcarine_2 	#a071ec
3075	wm-rh-lateraloccipital_1 	#a8b728
3076	wm-rh-lateraloccipital_2 	#8e7402
3077	wm-rh-lateraloccipital_3 	#f82365
3078	wm-rh-lateraloccipital_4 	#023ac3
3079	wm-rh-lateraloccipital_5 	#a5407e
3080	wm-rh-lingual_1 	#1c0a06
3081	wm-rh-lingual_2 	#080859
3082	wm-rh-lingual_3 	#fb1510
3083	wm-rh-fusiform_1 	#6c2cba
3084	wm-rh-fusiform_2 	#bfdf8c
3085	wm-rh-fusiform_3 	#2e114d
3086	wm-rh-fusiform_4 	#eda071
3087	wm-rh-parahippocampal_1 	#37c52e
3088	wm-rh-entorhinal_1 	#c95ef1
3089	wm-rh-temporalpole_1 	#8df297
3090	wm-rh-inferiortemporal_1 	#d60cd6
3091	wm-rh-inferiortemporal_2 	#4ea272
3092	wm-rh-inferiortemporal_3 	#4a418c
3093	wm-rh-inferiortemporal_4 	#3f21c9
3094	wm-rh-middletemporal_1 	#7504f1
3095	wm-rh-middletemporal_2 	#6d497c
3096	wm-rh-middletemporal_3 	#10059d
3097	wm-rh-middletemporal_4 	#73b14b
3098	wm-rh-bankssts_1 	#d325dd
3099	wm-rh-superiortemporal_1 	#78c5b2
3100	wm-rh-superiortemporal_2 	#930fb0
3101	wm-rh-superiortemporal_3 	#905b2f
3102	wm-rh-superiortemporal_4 	#455f46
3103	wm-rh-superiortemporal_5 	#26a68c
3104	wm-rh-transversetemporal_1 	#37d0fc
3105	wm-rh-insula_1 	#99f59a
3106	wm-rh-insula_2 	#bc2a98
3107	wm-rh-insula_3 	#943993
3149	wm-lh-lateralorbitofrontal_2 	#a11eee
3150	wm-lh-lateralorbitofrontal_3 	#c2dd13
3151	wm-lh-lateralorbitofrontal_4 	#72daf6
3152	wm-lh-parsorbitalis_1 	#4712e9
3153	wm-lh-frontalpole_1 	#e19423
3154	wm-lh-medialorbitofrontal_1 	#393cfb
3155	wm-lh-medialorbitofrontal_2 	#a34e20
3156	wm-lh-medialorbitofrontal_3 	#38b5a7
3157	wm-lh-parstriangularis_1 	#509bf7
3158	wm-lh-parstriangularis_2 	#8e2d39
3159	wm-lh-parsopercularis_1 	#e752c9
